agent_id,archetype_id,age,sex,race,marital_status,education,income,housing
5440,426,32,Female,White,Never married,Bachelor's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5441,557,44,Female,Asian,Never married,High school graduate (includes equivalency),"$65,000 to $74,999",Householder lived in renter-occupied housing units
5442,300,48,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5443,498,22,Male,White,Never married,Less than high school graduate,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5444,646,62,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5445,970,0,Female,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5446,411,47,Male,Asian,Never married,High school graduate (includes equivalency),"$15,000 to $24,999",Householder lived in owner-occupied housing units
5447,716,71,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5448,181,16,Female,Asian,"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5449,94,47,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5450,258,70,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5451,775,56,Female,Asian,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5452,818,5,Female,White,Widowed,Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5453,235,73,Male,Black or African American,Never married,Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5454,820,0,Male,Asian,Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5455,639,45,Male,Asian,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
5456,56,29,Female,White,Never married,Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
5457,768,40,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5458,113,0,Male,White and Hispanic or Latino and Asian,Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5459,155,25,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Some college or associate's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5460,648,62,Male,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5461,713,68,Male,Asian,"Now married, except separated",Less than high school graduate,"$50,000 to $64,999",Householder lived in renter-occupied housing units
5462,228,31,Male,Asian,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5463,363,34,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5464,809,9,Female,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5465,386,69,Male,Pacific Islander and Asian,Never married,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5466,515,0,Female,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5467,128,29,Female,White,Widowed,High school graduate (includes equivalency),"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5468,407,4,Male,Asian,Never married,Less than high school graduate,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5469,349,32,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5470,559,42,Male,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5471,843,70,Female,Asian,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5472,470,33,Male,White,"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5473,580,0,Female,Asian,Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
5474,407,2,Male,Asian,Never married,Less than high school graduate,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5475,655,0,Male,Asian,"Now married, except separated",Graduate or professional degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5476,479,16,Female,Asian,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5477,309,71,Male,Hispanic or Latino and Asian and White,Never married,Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5478,140,1,Female,White,Never married,High school graduate (includes equivalency),"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5479,698,30,Female,Hispanic or Latino and Native American and Black or African American,Never married,Some college or associate's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
5480,482,32,Female,White,Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5481,524,0,Male,Asian,Never married,Graduate or professional degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5482,766,26,Male,Hispanic or Latino origin (of any race),Never married,Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5483,543,29,Female,Black or African American,"Now married, except separated",High school graduate (includes equivalency),"$25,000 to $34,999",Householder lived in owner-occupied housing units
5484,89,0,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5485,161,51,Male,White,Never married,Some college or associate's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5486,874,52,Male,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5487,135,49,Male,Hispanic or Latino origin (of any race),Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5488,221,37,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5489,63,30,Female,Black or African American and Native American,Never married,High school graduate (includes equivalency),"$50,000 to $64,999",Householder lived in renter-occupied housing units
5490,196,34,Female,Asian,"Now married, except separated",High school graduate (includes equivalency),"$10,000 to $14,999",Householder lived in renter-occupied housing units
5491,798,34,Male,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5492,617,38,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
